FromTime,TillTime,WordDuration,Diff,ResultWord,PauseToNextWord
17.70999908,18.15999985,0.45000076999999905,,העיקרון,0.0
18.15999985,18.54999924,0.38999938999999983,,המנחה,0.0
18.54999924,19.09000015,0.5400009100000034,,בארגון,0.2999992399999982
,,,Punct,.,
19.38999939,19.95999908,0.5699996899999995,,מחלקות,0.0
,,,Punct,",",
,,,Punct,.,
19.95999908,20.55999947,0.6000003900000017,,חטיבות,0.0
,,,Punct,",",
,,,Punct,",",
20.55999947,20.95000076,0.3900012900000007,,יחידות,0.0
,,,Punct,",",
20.95000076,21.43000031,0.4799995499999987, **Minor ,ועובדים,0.0
21.43000031,21.67000008,0.23999977000000072,,צריכים,0.0
21.67000008,22.09000015,0.4200000700000004,,לשתף,0.0
22.09000015,22.42000008,0.3299999299999996,,פעולה,0.0
22.42000008,22.60000038,0.18000029999999967,,זה,0.0
22.60000038,22.75,0.1499996199999991,,עם,0.0
22.75,23.07999992,0.3299999199999988,,זה,0.2999992400000018
,,,Punct,.,
23.37999916,24.10000038,0.7200012200000003, **Minor ,במאמצים,0.0
,,,Punct,.,
24.10000038,24.45999908,0.35999869999999845,,שלהם,0.0
24.45999908,24.85000038,0.39000130000000155,,לעבוד,0.0
24.85000038,25.32999992,0.4799995399999979,,יחדיו,0.0
25.32999992,25.78000069,0.4500007700000026,,בצורה,0.0
25.78000069,26.37999916,0.5999984699999992, **Minor ,האפקטיבית,0.0
26.37999916,26.77000046,0.390001299999998,,ביותר,0.02999877999999967
26.79999924,27.45999908,0.6599998400000011,,שניתן,0.36000061000000017
,,,Punct,",",
27.81999969,27.94000053,0.12000083999999944,,על,0.0
,,,Punct,",",
27.94000053,28.27000046,0.3299999299999996,,מנת,0.0
28.27000046,28.71999931,0.44999885000000006,,להשיג,0.0
28.71999931,29.46999931,0.75,,מקסימום,0.23999977000000072
29.70999908,30.15999985,0.45000076999999905,,יעילות,0.059999460000000227
30.21999931,30.72999954,0.5100002300000028, **Minor ,בהשגת,0.0
30.72999954,31.23999977,0.5100002299999993,,המטרות,0.0
,,, ** Gap ** ,שהיא,
31.23999977,31.78000069,0.5400009200000007, **Minor ,הציבה,0.629999159999997
,,, ** Gap ** ,בארגון,
,,,Punct,.,
32.40999985,32.97999954,0.5699996900000031,,אבל,0.5100021399999974
,,,Punct,.,
33.49000168,34.11999893,0.6299972500000024,,במציאות,0.0
,,,Punct,",",
34.11999893,34.45000076,0.3300018300000005, ** Gap ** ,@WORD-GAP,0.0
,,,Punct,",",
34.45000076,34.56999969,0.11999893000000128, **Minor ,אידיאל,0.0
34.56999969,34.75,0.18000030999999694,,זה,0.0
34.75,34.84000015,0.09000015000000161,,לא,0.0
34.84000015,35.13999939,0.2999992399999982,,תמיד,0.0
35.13999939,35.59000015,0.4500007600000018,,מושג,0.5099983200000011
,,,Punct,.,
36.09999847,36.88000107,0.780002599999996,,במציאות,0.0
,,,Punct,",",
,,,Punct,.,
36.88000107,37.41999817,0.5399971000000008, **Minor ,הארגון,0.0
,,,Punct,",",
37.41999817,37.93000031,0.5100021399999974,,מאופיין,0.0
37.93000031,38.74000168,0.8100013700000019,,בקונפליקטים,0.0
38.74000168,39.15999985,0.4199981699999995,,חסרי,0.0
39.15999985,39.63999939,0.47999954000000145,,צורך,0.27000045999999855
,,,Punct,",",
39.90999985,40.41999817,0.5099983200000011,,אדישות,0.0
,,,Punct,",",
40.41999817,41.08000183,0.660003660000001,,ותחרות,0.2999992399999982
,,,Punct,.,
41.38000107,41.70999908,0.32999801000000417,,מדוע,0.0
,,,Punct,.,
41.70999908,41.79999924,0.09000015999999533,,זה,0.0
41.79999924,42.34000015,0.5400009100000034,,המצב,0.18000030999999694
,,,Punct,?,
42.52000046,42.88000107,0.36000061000000017,,למה,0.05999755999999934
,,,Punct,?,
,,,Punct,?,
42.93999863,43.06000137,0.12000274000000388,,מה,0.0
,,,Punct,?,
43.06000137,43.38999939,0.3299980199999979,,גורם,0.0
43.38999939,43.95999908,0.5699996900000031,,לאנשים,0.2999992399999982
44.25999832,44.88999939,0.6300010699999987,,ולקבוצות,0.0
44.88999939,45.22000122,0.3300018300000005,,לצאת,0.02999877999999967
45.25,45.43000031,0.18000030999999694,,זה,0.0
45.43000031,45.84999847,0.4199981600000058,,כנגד,0.0
45.84999847,46.29999924,0.4500007699999955,,האחר,0.24000167999999888
,,,Punct,",",
46.54000092,46.81000137,0.27000045000000483,,במקום,0.0
,,,Punct,",",
46.81000137,47.25999832,0.4499969499999992,,לשתף,0.030002599999995994
47.29000092,47.70999908,0.4199981600000058,,פעולה,0.3300018399999942
,,,Punct,?,
48.04000092,48.18999863,0.14999771000000095,,מה,0.0
,,,Punct,?,
48.18999863,48.43000031,0.24000167999999888,,יכול,0.0
48.43000031,48.81999969,0.3899993800000061,,לתרום,0.0
48.81999969,49.27000046,0.4500007699999955,,להגברת,0.0
49.27000046,49.56999969,0.2999992300000045,,שיתוף,0.0
49.56999969,50.02000046,0.4500007699999955,,הפעולה,0.5699996900000031
,,,Punct,?,
50.59000015,50.91999817,0.3299980199999979,,בשיעור,0.0
,,,Punct,?,
50.91999817,51.40000153,0.48000335999999777,,הנוכחי,0.0
51.40000153,51.79000092,0.38999938999999983,,ננסה,0.0
51.79000092,52.11999893,0.32999801000000417,,לענות,0.0
52.11999893,52.24000168,0.1200027499999976,,על,0.0
52.24000168,52.56999969,0.32999801000000417,,שאלות,0.0
52.56999969,52.93000031,0.3600006199999939,,אלו,0.2999992300000045
,,,Punct,",",
,,,Punct,",",
53.22999954,53.77000046,0.5400009199999971, **Minor ,עיסוק,0.02999877999999967
53.79999924,54.45999908,0.6599998400000047,,בשלושה,0.0
54.45999908,55.06000137,0.600002289999999,,תהליכים,0.0
55.06000137,55.93000031,0.869998939999995,,מרכזיים,0.2999992300000045
56.22999954,56.47000122,0.24000167999999888,,שאתם,0.0
56.47000122,56.68000031,0.2099990899999966,,יכולים,0.0
56.68000031,56.95000076,0.27000045000000483,,לראות,0.0
56.95000076,57.25,0.2999992399999982,,אותם,0.0
57.25,58.02999878,0.7799987799999997, **Minor ,התנהגות,0.0
,,,Punct,.,
,,, ** Gap ** ,פרו,
58.02999878,58.68999863,0.6599998499999984,,חברתית,0.3000030500000008
58.99000168,59.31999969,0.32999801000000417, **Minor ,שהן,0.0
,,,Punct,",",
59.31999969,59.70999908,0.38999938999999983,,פעולות,0.0
59.70999908,60.31000137,0.600002289999999,,שננקטות,0.0
60.31000137,60.43000031,0.119998939999995,,על,0.0
60.43000031,60.61000061,0.18000030000000322,,ידי,0.0
60.61000061,61.06000137,0.4500007600000018,,אנשים,0.0
61.06000137,61.18000031,0.119998939999995,,או,0.0
61.18000031,61.81000137,0.630001060000005,,קבוצות,0.23999786999999628
62.04999924,62.65000153,0.600002289999999,,שעוזרים,0.0
,,,Punct,",",
62.65000153,63.09999847,0.44999694000000545, **Minor ,לאחרים,0.0
63.09999847,63.36999893,0.27000045999999855,,בתוך,0.0
63.36999893,63.72999954,0.36000061000000017,,הארגון,0.0
63.72999954,64,0.27000045999999855,,ללא,0.0
64,64.41999817,0.4199981699999995,,דרישה,0.0
64.41999817,64.87000275,0.4500045799999981,,לקבלת,0.0
64.87000275,65.13999939,0.26999664000000223,,טובה,0.0
65.13999939,65.70999908,0.5699996900000031,,בחזרה,0.5999984799999964
66.30999756,66.73000336,0.42000579999999843,,שיתוף,0.0
,,,Punct,.,
66.73000336,67.15000153,0.4199981699999995,,פעולה,0.02999877999999967
67.18000031,67.38999939,0.2099990800000029,,שהיא,0.0
,,,Punct,",",
67.38999939,67.72000122,0.3300018300000005,,עזרה,0.0
67.72000122,67.87000275,0.15000152999999727,,דו,0.0
67.87000275,68.37999725,0.5099945000000048,,כיוונית,0.0
68.37999725,68.55999756,0.18000030999999694,,בין,0.0
68.55999756,68.94999695,0.38999938999999983,,אנשים,0.0
68.94999695,69.61000061,0.660003660000001,,וקבוצות,0.7799987799999997
70.38999939,71.05000305,0.660003660000001, **Minor ,וקונפליקט,0.26999664000000223
,,,Punct,.,
71.31999969,71.55999756,0.23999786999999628,,שהוא,0.0
,,,Punct,",",
71.55999756,72.16000366,0.6000061000000017,,תהליך,0.0
72.16000366,73,0.839996339999999,,הנובע,0.0
73,73.87000275,0.8700027499999976,,מפעולות,0.26999664000000223
74.13999939,74.26000214,0.1200027499999976,,על,0.0
74.26000214,74.47000122,0.2099990800000029,,ידי,0.0
74.47000122,75.04000092,0.5699996999999968,,קבוצות,0.0
75.04000092,75.79000092,0.75,,ואנשים,0.2099990800000029
76,76.83999634,0.839996339999999,,שנתפסות,0.0
76.83999634,76.93000031,0.09000396999999793,,על,0.0
76.93000031,77.13999939,0.2099990800000029,,ידי,0.0
77.13999939,77.68000031,0.5400009199999971,,האחרים,0.029998770000005948
77.70999908,77.80000305,0.09000396999999793, ** Gap ** ,@WORD-GAP,0.0
77.80000305,78.16000366,0.36000061000000017, **Minor ,כבעלות,0.0
78.16000366,78.73000336,0.5699996999999968,,השפעה,0.0
78.73000336,79.26999664,0.5399932800000045,,שלילית,0.2400054999999952
79.51000214,79.59999847,0.08999633000000529,,על,0.0
79.59999847,80.16999817,0.5699996999999968,,האינטרסים,0.0
80.16999817,80.73999786,0.5699996900000031,,החשובים,0.0
80.73999786,81.01000214,0.2700042799999949,,שלהם,0.2099990800000029
81.22000122,81.48999786,0.26999664000000223,,נתחיל,0.0
,,,Punct,.,
81.48999786,82,0.5100021399999974,,בהתנהגות,0.0
82,82.30000305,0.3000030500000008, **Minor ,פרו,0.02999877999999967
82.33000183,82.69000244,0.36000061000000017, ** Gap ** ,@WORD-GAP,0.0
82.69000244,82.90000153,0.2099990899999966, ** Gap ** ,@WORD-GAP,0.0
82.90000153,83.41000366,0.5100021300000037,,חברתית,0.02999877999999967
83.44000244,83.80000305,0.36000061000000017,,שהיא,0.0
,,,Punct,",",
83.80000305,84.30999756,0.5099945099999985,,בעצם,0.0
84.30999756,84.73000336,0.42000579999999843,,לעזור,0.0
84.73000336,85.15000153,0.4199981699999995,,לאחרים,0.0
85.15000153,85.48000336,0.3300018300000005,,בעבודה,0.38999938999999983
85.87000275,86.13999939,0.26999664000000223,,האם,0.0
,,,Punct,.,
86.13999939,86.55999756,0.4199981699999995,,קיים,0.0
86.55999756,86.88999939,0.3300018300000005,,דבר,0.0
86.88999939,87.12999725,0.23999786000000256,,כזה,0.0
87.12999725,87.37000275,0.2400054999999952, ** Gap ** ,@WORD-GAP,0.0
87.37000275,87.84999847,0.4799957200000051, ** Gap ** ,@WORD-GAP,0.02999877999999967
87.87999725,88.77999878,0.9000015299999973,,אלטרואיזם,0.0
88.77999878,89.31999969,0.5400009100000034, **Minor ,אמתי,0.30000305999999455
89.62000275,89.91999817,0.2999954200000019,,כלומר,0.0
,,,Punct,?,
89.91999817,90.16000366,0.2400054900000015,,האם,0.0
,,,Punct,",",
90.16000366,90.33999634,0.17999267999999802,,יש,0.0
90.33999634,90.94000244,0.6000061000000017,,פעולות,0.9300003099999969
91.87000275,92.62000275,0.75,,שמבוצעות,0.0
92.62000275,92.73999786,0.11999511000000496,,על,0.0
92.73999786,92.88999939,0.15000152999999727,,ידי,0.0
92.88999939,93.12999725,0.23999786000000256,,אדם,0.0
93.12999725,93.51999664,0.38999938999999983,,אחר,0.630004889999995
94.15000153,94.44999695,0.2999954200000019,,אדם,0.0
,,,Punct,",",
94.44999695,94.83999634,0.38999938999999983,,אחד,0.030006409999998596
94.87000275,95.29000092,0.4199981699999995, ** Gap ** ,@WORD-GAP,0.0
,,,Punct,",",
95.29000092,95.5,0.2099990800000029, ** Gap ** ,@WORD-GAP,0.02999877999999967
95.52999878,96.04000092,0.5100021399999974,,שמועילות,0.0
96.04000092,96.40000153,0.36000061000000017,,לאנשים,0.0
96.40000153,96.84999847,0.44999694000000545,,אחרים,0.30000305999999455
97.15000153,97.72000122,0.5699996900000031,,בתנאים,0.0
97.72000122,98.13999939,0.4199981699999995,,שבהם,0.0
98.13999939,98.41000366,0.27000427000000116,,עושה,0.0
98.41000366,98.91999817,0.5099945099999985,,הפעולה,0.02999877999999967
98.94999695,99.25,0.3000030500000008,,אינו,0.0
99.25,99.63999939,0.38999938999999983,,מצפה,0.0
99.63999939,100,0.36000061000000017,,לשום,0.0
100,100.5100021,0.5100020999999941,,תמורה,0.23999790000000587
100.75,101.3799973,0.6299972999999994,,בחזרה,0.6000061000000017
,,,Punct,?,
101.9800034,102.4000015,0.4199981000000008,,אנשי,0.0
102.4000015,102.6399994,0.23999789999999166,,מדעי,0.0
102.6399994,103.0899963,0.44999690000000214,,החברה,0.0
103.0899963,103.5999985,0.5100022000000024,,טוענים,0.029998800000001324
103.6299973,103.7200012,0.09000389999999925,,כי,0.0
103.7200012,103.9300003,0.20999910000000455,,לא,0.0
103.9300003,104.2900009,0.36000059999999223,,קיימת,0.0
104.2900009,104.7699966,0.47999570000000347, **Minor ,התנהגות,0.0
104.7699966,105.1299973,0.3600007000000005, **Minor ,טהורה,0.0
105.1299973,105.6100006,0.480003300000007,,שכזו,0.4199981999999949
106.0299988,106.8700027,0.8400038999999992,,לטענתם,0.029998800000001324
,,,Punct,.,
106.9000015,107.2600021,0.36000059999999223,,אפילו,0.0
107.2600021,107.9800034,0.720001300000007,,במצבים,0.2399977999999976
108.2200012,108.6699982,0.4499969999999962,,שנראים,0.0
108.6699982,109.4800034,0.8100052000000062, **Minor ,אלטרואיסטיים,0.0
109.4800034,110.1100006,0.6299972000000054,,לחלוטין,0.23999789999999166
110.3499985,110.9800034,0.630004900000003,,העושה,0.0
,,,Punct,",",
110.9800034,111.5500031,0.5699996999999968,,מצפה,0.0
111.5500031,112.0299988,0.47999570000000347,,לקבל,0.0
112.0299988,112.4800034,0.45000459999999975,,פיצוי,0.02999869999999305
112.5100021,112.9300003,0.4199982000000091,,כלשהו,0.0
112.9300003,113.1999969,0.2699965999999989,,עבור,0.0
113.1999969,113.7099991,0.5100022000000024,,מעשיו,0.3300017999999909
114.0400009,114.5199966,0.47999570000000347,,למשל,0.0
,,,Punct,.,
114.5199966,115.0899963,0.5699996999999968,,הרגשת,0.0
,,,Punct,",",
115.0899963,115.3600006,0.27000430000001074,,שביעות,0.0
115.3600006,115.7799988,0.4199981999999949,,הרצון,0.0
115.7799988,116.0500031,0.27000429999999653,,שלו,0.0
116.0500031,116.1699982,0.11999509999999702, **Minor ,על,0.0
,,,Punct,",",
116.1699982,116.6200027,0.4500045000000057,,שעשה,0.0
116.6200027,117.0699997,0.4499969999999962,,משהו,0.23999790000000587
117.3099976,117.4300003,0.12000270000000057,,או,0.0
,,,Punct,",",
117.4300003,117.8199997,0.38999939999999356,,פשוט,0.0
117.8199997,118.2699966,0.44999690000000214,,רצונו,0.0
118.2699966,118.8700027,0.6000061000000017,,להיפטר,0.0
118.8700027,119.6500015,0.7799988000000013, ** Gap ** ,@WORD-GAP,0.29999540000000025
119.9499969,120.1299973,0.18000039999999728, ** Gap ** ,@WORD-GAP,0.0
120.1299973,120.6399994,0.5100020999999941, **Minor ,מהזקוקים,0.0
120.6399994,121.3000031,0.6600037000000043,,לעזרתו,0.36000060000000644
121.6600037,121.8399963,0.1799925999999914,,ללא,0.12000280000000885
,,,Punct,.,
121.9599991,122.4100037,0.45000459999999975,,קשר,0.0
122.4100037,122.8899994,0.47999569999998926,,לקיומו,0.0
122.8899994,123.0699997,0.18000030000000322,,של,0.0
123.0699997,123.6999969,0.6299972000000054,,אלטרואיזם,0.0
123.6999969,124.0299988,0.3300018999999992,,טהור,0.0
124.0299988,124.1200027,0.09000389999999925,,או,0.0
124.1200027,124.3600006,0.23999790000000587,,לא,0.3300017999999909
124.6900024,124.9899979,0.2999955000000085,,עובדה,0.0
,,,Punct,",",
124.9899979,125.2300034,0.2400054999999952,,אחת,0.0
125.2300034,125.5299988,0.29999540000000025,,ברורה,0.0
125.5299988,125.8899994,0.36000059999999223,,לנו,0.23999790000000587
126.1299973,126.9400024,0.8100050999999979,,אנשים,0.029998800000001324
,,,Punct,.,
126.9700012,127.5699997,0.5999984999999981,,עוסקים,0.0
127.5699997,128.0200043,0.45000460000001397, **Minor ,לעיתים,0.0
128.0200043,128.4400024,0.4199980999999866, **Minor ,בפעולות,0.0
128.4400024,128.5899963,0.14999389999999835, **Minor ,פרו,0.0
128.5899963,129.3099976,0.720001300000007, **Minor ,חברתיות,0.2400054999999952
129.5500031,129.6399994,0.0899962999999957,,הם,0.0
,,,Punct,.,
129.6399994,130.0299988,0.38999939999999356,,עוסקים,0.0
130.0299988,130.5399933,0.5099945000000048,,בפעולות,0.0
130.5399933,130.8699951,0.33000180000001933,,רבות,0.0
130.8699951,131.5299988,0.6600036999999759,,שמסייעות,0.0
131.5299988,131.9199982,0.389999400000022,,לאחרים,0.0
131.9199982,132.25,0.3300017999999909,,בדרך,0.0
132.25,132.7899933,0.5399932999999919,,כלשהי,0.33000180000001933
133.1199951,133.6300049,0.5100097999999775,,והשאלה,0.0
,,,Punct,.,
133.6300049,133.9299927,0.2999878000000251,,היא,0.2400054999999952
134.1699982,134.3800049,0.21000669999997967,,עד,0.0
,,,Punct,",",
134.3800049,134.6499939,0.2699890000000096,,כמה,0.0
134.6499939,135.0700073,0.42001339999998777,,נפוצה,0.0
135.0700073,135.6399994,0.5699921000000074, **Minor ,התנהגות,0.029998800000015535
135.6699982,135.8500061,0.18000789999999256,,זו,0.0
135.8500061,136.2100067,0.36000060000000644,,בעולם,0.0
136.2100067,136.6600037,0.4499969999999962,,העבודה,0.44999690000000214
137.1100006,137.7700043,0.6600037000000043,,התשובה,0.5099944999999764
,,,Punct,?,
,,, ** Gap ** ,היא,
138.2799988,138.9100037,0.6300049000000172,,בהחלט,0.059997500000008586
138.9700012,139.3000031,0.33000189999998497,,כן,0.11999510000001123
139.4199982,139.5700073,0.15000909999997702,,הן,0.0
,,,Punct,.,
139.5700073,140.1699982,0.599990900000023,,קיימות,0.6900023999999974
140.8600006,141.1900024,0.3300017999999909,,הדבר,0.0
,,,Punct,.,
141.1900024,141.7599945,0.5699921000000074,,הראשון,0.18000789999999256
,,, ** Gap ** ,הוא,
141.9400024,142.3899994,0.4499969999999962,,והבולט,0.0
,,,Punct,",",
142.3899994,142.7799988,0.38999939999999356,,מכל,0.0
142.7799988,143.2599945,0.4799957000000177, **Minor ,שאנשים,0.029998799999987114
,,,Punct,",",
143.2899933,143.7400055,0.4500122000000033,,שעובדים,0.0
143.7400055,144.1000061,0.36000060000000644,,יחדיו,0.0
144.1000061,144.4299927,0.32998660000001223,,נוטים,0.0
144.4299927,144.8500061,0.42001339999998777, **Minor ,לסייע,0.0
144.8500061,145.0599976,0.209991500000001,,זה,0.0
145.0599976,145.4199982,0.36000060000000644,,לזה,0.27000419999998826
145.6900024,146.0500031,0.3600007000000005, **Minor ,בעניינים,0.0
146.0500031,146.5,0.44999690000000214,,הקשורים,0.0
146.5,146.9799957,0.47999569999998926,,לעבודה,0.36000060000000644
147.3399963,147.4299927,0.08999640000001818,,הם,0.0
,,,Punct,.,
147.4299927,147.7599945,0.3300017999999909,,עוזרים,0.0
147.7599945,148.1499939,0.38999939999999356,,לעובדים,0.0
148.1499939,148.8099976,0.6600037000000043,,חדשים,0.02999869999999305
,,,Punct,",",
148.8399963,148.9900055,0.1500091999999995,,הם,0.0
148.9900055,149.3500061,0.36000060000000644,,עוזרים,0.0
149.3500061,149.7700043,0.4199982000000091,,לעובדים,0.0
149.7700043,150.3999939,0.6299895999999876,,שנעדרו,0.0
150.3999939,150.9700012,0.5700073000000145,,מהעבודה,0.2400054999999952
151.2100067,151.3300018,0.11999509999998281,,הם,0.0
,,,Punct,",",
151.3300018,151.7200012,0.389999400000022,,עוזרים,0.0
151.7200012,152.1100006,0.38999939999999356,,לעובדים,0.0
152.1100006,152.3800049,0.2700042999999823,,שיש,0.0
152.3800049,152.5599976,0.17999270000001388,,להם,0.0
152.5599976,152.9199982,0.36000060000000644,,עומס,0.0
152.9199982,153.1300049,0.21000669999997967,,רב,0.0
153.1300049,153.6699982,0.5399933000000203, **Minor ,בעבודה,0.3000030000000038
153.9700012,154.2100067,0.2400054999999952,,ואף,0.0
,,,Punct,",",
154.2100067,154.6300049,0.41999819999998067,,לוקחים,0.0
154.6300049,154.7200012,0.08999630000002412,,על,0.0
154.7200012,155.0500031,0.33000189999998497,,עצמם,0.0
155.0500031,155.6799927,0.629989600000016,,משימות,0.18000789999999256
155.8600006,156.1300049,0.2700042999999823, ** Gap ** ,@WORD-GAP,0.0
156.1300049,156.3099976,0.17999270000001388, **Minor ,שלאו,0.0
156.3099976,156.6399994,0.3300017999999909,,דווקא,0.0
156.6399994,156.9700012,0.33000180000001933,,בתחום,0.0
156.9700012,157.5700073,0.6000060999999732,,אחריותם,-0.010009699999983468
157.5599976,158.25,0.6900023999999974,,בקיצור,0.2400054999999952
,,,Punct,.,
158.4900055,158.6100006,0.11999510000001123,,הם,0.0
,,,Punct,",",
158.6100006,159.0899963,0.47999569999998926,,מפגינים,0.029998800000015535
159.1199951,159.4499969,0.3300017999999909,,סוג,0.0
159.4499969,159.6300049,0.18000799999998662,,של,0.0
159.6300049,160.1999969,0.5699920000000134,,אזרחות,0.0
160.1999969,160.8000031,0.6000061999999957,,ארגונית,0.02999869999999305
160.8300018,161.2200012,0.389999400000022, **Minor ,מושג,0.0
,,,Punct,",",
161.2200012,161.4299927,0.209991500000001,,שלא,0.0
161.4299927,162,0.5700072999999861,,נפתח,0.0
162,162.2700043,0.27000430000001074,,כאן,0.029998799999987114
162.3000031,162.4799957,0.1799925999999914,,אך,0.0
,,,Punct,",",
162.4799957,162.7799988,0.30000309999999786,,קיים,0.0
162.7799988,163.3200073,0.540008499999999, **Minor ,בספרות,0.629989600000016
163.9499969,164.1300049,0.18000799999998662, ** Gap ** ,@WORD-GAP,0.0
,,,Punct,.,
164.1300049,164.3399963,0.20999140000000693, **Minor ,הסוג,0.0
164.3399963,164.7899933,0.4499969999999962,,השני,0.0
164.7899933,165,0.2100067000000081,,של,0.0
165,165.5399933,0.5399932999999919,,עזרה,0.36000060000000644
165.8999939,166.0800018,0.18000789999999256,,פרו,0.0
166.0800018,166.6799927,0.599990900000023,,חברתית,0.42001339999998777
,,,Punct,",",
167.1000061,167.5500031,0.4499969999999962,,שעובדים,0.0
167.5500031,167.7599945,0.20999140000000693,,בדרך,0.0
167.7599945,167.9100037,0.1500091999999995,,כלל,0.0
167.9100037,168.3000031,0.38999939999999356,,עוזרים,0.0
168.3000031,168.8099976,0.5099945000000048,,לעמיתים,0.0
168.8099976,169.2299957,0.4199980999999866,,בעניינים,0.0
169.2299957,169.8000031,0.5700074000000086,,אישיים,0.20999140000000693
170.0099945,170.5200043,0.510009800000006,,שאינם,0.0
,,,Punct,",",
170.5200043,170.8800049,0.360000599999978,,קשורים,0.0
170.8800049,171.3300018,0.44999690000000214,,ישירות,0.0
171.3300018,171.8699951,0.5399933000000203,,לעבודה,0.2400054999999952
172.1100006,172.2599945,0.14999389999999835,,הם,0.0
,,,Punct,.,
172.2599945,172.8899994,0.6300048999999888,,מעניקים,0.0
172.8899994,173.1900024,0.3000030000000038,,להם,0.029998800000015535
173.2200012,173.6100006,0.38999939999999356,,עזרה,0.0
173.6100006,174.1199951,0.5099945000000048,,נפשית,0.029998799999987114
174.1499939,174.6900024,0.540008499999999,,מסייעים,0.0
,,,Punct,",",
174.6900024,174.8999939,0.209991500000001,,להם,0.0
174.8999939,175.2599945,0.36000060000000644,,בעניינים,0.0
175.2599945,175.9499969,0.6900023999999974,,משפחתיים,0.27000430000001074
176.2200012,176.9400024,0.7200011999999845,,ומהווים,0.1199952000000053
,,,Punct,",",
177.0599976,177.4499969,0.3899992999999995,,אוזן,0.0
177.4499969,177.9299927,0.47999580000001174,,קשבת,0.12001039999998397
178.0500031,178.7400055,0.6900023999999974, **Minor ,לבעיותיהם,0.38999939999999356
179.1300049,179.2799988,0.14999389999999835,,לא,0.0
,,,Punct,.,
179.2799988,179.5800018,0.3000030000000038,,מעט,0.0
179.5800018,179.9700012,0.389999400000022,,מקרים,0.0
179.9700012,180.4499969,0.47999569999998926,,נתקלתי,0.0
180.4499969,180.75,0.30000309999999786,,בעולם,0.0
180.75,181.2599945,0.5099945000000048,,העבודה,0.0
181.2599945,181.4700012,0.2100067000000081, ** Gap ** ,@WORD-GAP,0.0
,,,Punct,",",
181.4700012,181.7400055,0.2700042999999823, **Minor ,שאישה,0.0
181.7400055,181.8300018,0.0899962999999957,,או,0.0
181.8300018,182.1300049,0.30000309999999786,,גבר,0.0
182.1300049,182.9100037,0.7799988000000155, **Minor ,שהתגרשו,0.3000030000000038
183.2100067,184.0800018,0.8699950999999828, **Minor ,העמיתים,0.0
,,,Punct,",",
184.0800018,184.2899933,0.209991500000001,,שלו,0.0
184.2899933,184.8899994,0.6000061000000017,,לעבודה,0.029998800000015535
,,, ** Gap ** ,או,
184.9199982,185.3399963,0.4199980999999866,,שלה,0.029998800000015535
185.3699951,185.7299957,0.360000599999978,,עזרו,0.0
185.7299957,186,0.27000430000001074,,להם,0.6000061000000017
186.6000061,186.7799988,0.17999269999998546, **Minor ,אז,0.029998800000015535
,,,Punct,.,
186.8099976,187.1100006,0.3000030000000038, **Minor ,האופן,0.0
187.1100006,187.6199951,0.5099945000000048,,השלישי,0.0
187.6199951,187.7400055,0.12001039999998397,,הוא,0.0
